x1 x2 y
0 163.525579479993 123.714165017382
0 134.652246710762 120.104570358578
1 177.126604588263 149.353410085974
1 162.305144375891 147.155027579718
0 139.990523241469 115.361473216888
1 181.384444665434 146.215385217937
1 183.069215443366 139.230872506321
1 186.940939499708 148.611540818541
0 152.823331451864 108.54772943403
0 123.065770498629 109.733682371881
0 138.444062037433 116.898824414919
0 168.586481003869 138.21486520868
1 169.997601193787 144.200916483914
0 168.913185413526 109.264960945479
1 194.864792431116 146.079921729325
1 172.331755327255 133.44461202027
0 148.287983627573 127.306202686842
1 179.013778388904 131.159333417765
0 156.99082922984 126.611183760429
0 131.07127076957 126.04551098913
0 122.107167732088 111.895507128791
0 159.737573379407 108.488287850101
1 182.697351364524 139.695504396749
1 161.595662277887 151.143599291864
0 163.905830507629 129.301850394701
1 181.239321111697 146.817554591229
1 173.171100989089 139.905378777292
1 162.015042946857 142.915834488444
0 77.1236876801992 99.6945849785599
1 190.884896079702 153.860032340574
1 176.377454793236 139.905916670944
0 147.906785864065 113.942240261298
0 131.753463274138 118.480283523431
0 132.188941573962 103.794771129814
1 171.915187425389 144.589985919247
0 181.289691721924 122.340705603444
0 162.570065759734 118.252605007991
1 185.563013341232 138.62521159719
1 161.646387497035 125.590111510411
0 174.25434038117 126.133673966421
1 185.451933156223 143.312914265986
0 137.09330732123 100.303933652397
0 136.003953743639 124.559057384298
0 152.46821916189 116.910169269072
0 137.864080031808 121.600151663787
0 154.043865452623 118.350975489934
1 151.450395661678 127.102424560366
0 167.913839268715 117.500007855707
0 152.057199092026 120.955905659498
0 157.469294554827 116.702689318273
1 208.00915407308 148.619988323376
1 193.776943546833 157.360524237452
1 152.353227201034 133.427293821049
0 159.206608412553 111.953417487146
1 175.156763973535 150.96743555975
0 157.69170339052 132.216336526688
0 139.163309189186 117.312086612935
0 133.895827730707 114.591287011496
1 163.817014596706 145.277868799072
0 114.046640507845 105.616475853158
1 179.108377045228 144.691135790012
1 177.638001663479 136.784280028977
0 135.68160496742 122.763673751512
1 194.419035440839 147.019043921619
0 179.321580732024 111.916418129931
0 171.121564552808 128.567630887729
0 110.304513579235 107.958860932679
1 156.997995591526 121.899943999862
0 146.73323550356 126.928089519368
0 134.286179236081 116.499390340712
1 179.705472754349 152.485444136704
0 153.114380528405 121.333345884694
0 141.369671587016 104.201972851558
1 167.597698919182 148.039689023775
1 188.188723656033 143.51874085447
1 173.630048043138 141.695192464068
1 193.155940614222 144.520451795702
0 157.942448685125 123.650324443812
1 168.291768239906 141.209423714424
1 170.881101407149 131.709986498625
1 199.233611369613 132.346660685113
1 202.380753289679 156.165313011769
0 129.790708375161 123.066622288795
1 171.679219768794 141.270231780194
1 168.02695564831 134.53868836426
1 171.293504371925 134.269140452292
1 173.896837732512 123.370627578426
1 191.380974942801 157.956739829858
1 194.341412420886 150.266925594645
1 160.602743198173 124.369829497495
0 125.316043211836 97.1812258836598
1 167.679154607307 137.234222423657
0 119.713131525689 91.9245617550631
0 163.736917971669 125.392371447397
1 152.334073372389 127.564152145984
0 160.361640545879 101.619670437621
0 125.86513785048 114.455969516879
1 194.599204016668 146.139768517687
1 220.027544832025 162.289653829765
1 207.034150119186 137.080355417097
0 125.300684441928 113.079252273009
1 208.888625169816 151.676612578455
0 151.838887544561 100.47436890567
0 158.824303855904 116.638279622429
0 112.922460115383 113.990144749887
1 235.554270185727 154.244481398678
1 169.554533897567 144.151711627569
1 161.951414704795 139.249307429782
1 194.32721723592 158.805002579434
0 154.775045820645 121.856199041829
0 132.199057533952 116.618847300112
0 151.928405143254 131.816764750468
1 168.293830882341 131.658762360596
0 151.402900591181 128.985596454704
0 147.086473099028 105.248108036427
1 180.469758134989 137.761688818687
0 116.557240281696 100.296254937547
1 144.930942938109 134.604171004042
0 112.970287541947 118.248627893309
0 145.207169449434 111.36151214631
1 174.731696774464 140.364920419055
1 163.881921642 125.02056193973
1 182.244528045991 153.579923549371
1 195.273769034098 147.065024829771
0 150.250178701983 136.366654156576
1 143.177153398002 115.742452034448
0 147.439302238865 127.065032037806
1 198.474769092332 139.49146838171
0 149.332173385492 138.783809233657
1 186.841224370476 138.790486588452
1 185.024215289475 130.604766211565
0 119.851756598261 115.386219635339
1 173.946512920877 147.464613658159
1 199.778917655971 163.921751708326
1 161.666903667728 150.626406235875
0 125.119369887905 97.7630646676293
0 161.306514701119 117.795958363978
0 129.171707764921 116.142836933457
0 190.21182632521 149.48677610187
1 189.03502127601 140.984298190626
1 176.32810551669 136.244418863968
1 190.89027369496 166.312550730947
0 139.749729301856 117.89795196593
0 144.227441871514 118.171963732755
0 121.106380525475 108.098198746394
0 107.05453628636 96.1334466320606
1 192.082627823484 151.444970500712
1 170.394043963549 157.170444409652
0 149.333013820407 118.788542969952
0 155.100371535486 128.537396679908
0 149.270601398932 98.7542677893864
0 146.628419836654 117.770256346961
0 150.37004741169 137.896522054979
1 171.11325739702 150.438057529792
0 120.485634091043 114.28617346216
1 152.496133302127 137.507463100502
0 136.491620237095 118.961932066923
1 181.647783867348 163.918710840633
0 176.296691230191 120.402978961453
1 193.578685121777 163.220146976418
1 182.83445389201 136.729479798078
0 187.038572593392 122.932391339269
1 220.777608876354 149.225766920812
1 219.215466199867 147.471262877191
1 176.88830705567 143.188961396446
0 146.366574593771 129.056149984719
1 179.910735092783 137.008724932018
0 131.567542359777 94.9774315982474
1 193.302806839484 155.82894126288
1 195.128272240317 133.991883259045
0 135.717956721515 119.704449944321
1 199.000125450084 150.328029395984
0 134.293119292718 108.87046580933
0 112.757737631867 116.547602782752
1 170.831057578644 146.790859656779
0 127.841071913562 97.4418311677879
1 166.496374599789 139.756115502903
0 147.677787909254 122.334341611536
0 157.161467365861 111.21959315617
0 147.121560589665 99.5736772545541
1 174.580231466985 150.75870555697
0 154.215769900176 120.03805961965
1 198.079575465237 151.578346270105
1 158.369552310366 147.178002514757
0 160.622416178593 117.766059367207
1 200.43396969486 158.748953227577
0 164.698808179217 140.499267972508
0 146.923219388228 125.159308410078
1 220.392935469673 140.645939622145
0 135.334209233902 134.944368314802
0 141.911544844346 104.679871379183
1 193.704641776468 158.576529175031
1 187.052211446098 126.428454573568
0 113.043856643722 92.2925144594224
0 148.015512126361 117.410571081456
0 135.59255856919 110.807876604542
0 195.268810705915 136.500574828456
1 172.457358060571 137.774958545482
0 127.307039817723 103.84535016945
0 145.954017063805 120.498810466474
0 137.15296638478 125.815798099447
0 173.403171084515 141.778170141521
1 197.219573765091 158.836324800409
0 178.141236782766 131.764041397759
0 166.115479637041 108.26797632545
1 175.253022172873 150.105899951482
0 138.244373888455 102.653909790643
1 210.768942312352 149.68546345003
0 136.528442087013 93.0035454883884
1 184.205838846892 147.017033673378
1 181.509248645231 145.555578835211
0 127.369391279297 84.401125508046
0 128.89105028581 116.989846446175
0 163.985841348311 110.20681884369
0 138.169920134211 110.465732414327
0 143.417986152176 103.573833894088
0 149.834785532031 107.814467450888
1 179.876413849312 131.695372500737
1 207.825470196774 163.246380718548
0 132.711618955028 105.71717623863
0 170.00592380303 123.17424877038
1 216.247886587164 171.697478369329
0 166.839867494054 129.732700765598
0 173.885014956291 127.282734379549
1 180.095871169008 136.263396047378
0 157.491848126637 103.474048859318
1 199.781363905557 145.397150377329
0 178.180784720682 138.764885183317
1 183.527557836084 137.285192445545
0 137.248820219277 109.378869751699
0 112.523692616115 109.522936687921
0 139.954233421544 121.655191644012
1 224.742677705899 168.536134501384
1 200.078663640643 152.88971627343
0 150.255912442744 106.840408035211
1 178.239366985707 142.137966342262
0 124.222159492629 102.198228313209
0 118.589460981847 96.556049865478
1 158.544154005451 148.605701933739
0 150.631626235269 121.167168156296
0 109.339854059832 103.316240517037
1 169.830878436993 132.28364356387
1 175.339293353426 144.467345705661
1 174.898277393137 153.120024607945
1 183.745358279142 139.797427665216
1 172.136886120431 133.51105194551
0 93.1701392161993 84.6431391913435
1 174.887608952516 145.580887328705
1 195.818654586678 148.119343838509
1 197.381962390405 161.742432124145
0 137.776237800721 124.569901590115
0 136.714600202634 115.613630527137
0 142.575782741774 99.2242386367934
1 195.949906584687 154.958705574346
0 183.912221120353 127.693167482464
0 131.114107122592 113.228862849941
0 148.851729624577 129.742053053213
1 200.909436938715 148.260374694122
0 114.252691603225 126.232638850286
1 159.054570277527 132.418123098096
1 175.510763179837 138.909207050938
1 179.14493538786 145.665662891603
0 144.286299194285 106.97921132872
0 142.487850086688 107.291851411906
1 198.711404597356 138.845986450411
1 192.764547659846 143.519874783669
1 146.136874270806 152.739510399034
1 161.315542298206 142.568068898277
1 170.097382543457 139.595382509189
0 152.520571184488 127.768116803363
0 157.957010552907 110.910029778104
1 144.282825657144 142.146972783705
0 145.961685469189 111.011033393317
1 179.214937868125 140.27282834952
0 154.357993179397 126.209017382266
0 150.808053364601 108.065894666405
1 168.701564621402 145.488565455772
0 131.032806251685 109.255277257674
1 185.823844826918 144.773709926919
1 155.94362973896 140.863762197681
1 202.208243347452 155.625958831393
0 146.765770874364 147.265597543338
0 154.73804934949 123.768966768302
1 157.633320453449 138.20772579202
0 117.180351265947 119.648232922477
0 133.959046188808 110.880613231232
0 135.199871279463 109.060009227956
0 108.400782748965 102.273041134965
0 131.952120693718 126.618104232206
0 130.805683504094 106.47028556077
0 146.053220303515 106.170635370271
0 158.780143649094 118.815408921369
1 193.585932961568 155.186263796333
0 149.686305073703 114.529480731175
0 165.499836027862 101.885854846938
1 132.884521022019 143.580366819491
1 197.137252981074 135.93964595684
0 165.566775266993 128.524884521102
1 177.430935414741 130.14293583131
0 161.373003317591 127.423062044288
0 139.705257216654 113.959266130337
0 162.901845074351 124.093138896868
1 165.9442742146 133.803070930233
0 139.171713803915 109.809115987027
1 167.947453566916 119.886230356765
1 187.453565004597 149.27135964535
1 170.014362239356 154.262994076812
1 190.132559727253 133.628899753553
1 163.937760747649 135.743320057545
1 146.043390643953 127.588826376803
1 151.456109196271 125.018727253882
1 201.803033969699 146.714302114152
1 180.844132731079 149.565529390382
0 137.753061645274 109.992564230802
0 143.058183626052 115.200101960714
1 199.636691237624 151.227369237419
0 187.075910475002 139.42944558478
0 163.541331930441 129.248586906755
0 129.594031691044 126.910861697479
1 203.633507509848 144.460750388094
1 166.639915347246 133.583738793887
1 151.1908107492 143.255468581264
0 184.668737771334 121.735972001384
1 169.776831443799 136.538304846746
0 197.108414416069 134.421657592247
0 128.295975692795 93.6601525872234
0 149.959742471424 123.88523389248
0 123.442790192257 92.4140468193063
1 178.150278714774 161.948159302449
1 162.899062493919 138.913155935007
1 203.554241684364 142.626745548335
0 152.972169589328 105.952083726755
0 123.338089879726 102.180843136499
0 154.197907826051 124.884402316501
0 114.307024759087 103.876876044744
0 134.608018106304 127.21734946329
1 165.114512601095 151.401844749467
1 156.166505975868 137.272830310668
1 180.301592819485 138.860493559933
1 201.030763318083 166.467221098928
1 163.381835558474 144.343762606093
1 201.033411070264 154.43027218979
1 179.028434064993 131.753418538633
0 151.165945240177 117.208712196548
0 120.113176351878 105.004124222226
0 172.281295880912 122.402005256896
1 162.952234308904 144.978023401396
1 144.235833558394 130.587142976116
0 148.876445622675 131.089650493075
1 162.793716184648 140.982802881583
1 199.770146070808 157.179075293855
1 189.962117362246 123.030613362251
1 168.062390331726 136.755365815007
1 178.082352790552 161.874462362434
1 182.234768743272 135.698865400047
0 143.890139075678 112.836508492002
1 187.587601544505 144.610614331449
0 169.856362735438 140.845247498434
1 160.449616506055 131.523353456973
1 148.176645889142 125.973525622214
1 158.302295400837 134.516165761318
1 165.315585428794 132.339682664893
1 198.387683561548 157.623339092335
1 183.139509936031 151.411687840896
0 172.994468549534 132.799204661111
0 141.142732472746 118.89167135318
0 114.912425502575 109.626762410246
0 163.315120337182 116.815459075556
1 168.75733223557 144.961853972274
0 138.308888034137 119.91913539687
0 107.725112835178 100.72845029678
0 156.913124916449 110.247111759238
0 153.695177856275 105.665347106322
0 159.294660853339 123.223491689742
1 125.439947975265 116.507489347075
0 143.893835421952 103.759931384428
0 162.239172167845 110.389063314606
1 182.453343595649 139.19495563131
0 149.966795374112 101.413162446111
0 124.657555032295 103.48687636553
1 151.525275779409 125.575965359264
0 130.421316773401 99.2032914571495
1 175.852251008618 143.990744494225
1 190.095298597601 139.413417339327
1 179.800509296727 132.267762521107
0 176.340705261033 131.32983759485
0 167.074483997153 145.099713060325
1 173.673662421343 134.231441705494
0 137.755725351612 125.553157588626
0 132.895869172435 116.56113211261
0 124.516277930841 111.042313723407
0 177.585975412479 120.179224525609
0 159.933432125012 123.652532142008
0 140.257415254544 102.074125803532
1 149.36628918677 126.917222284815
1 196.882664577288 154.904819716098
0 134.85689375848 120.761129550584
0 152.296368234757 116.816112309823
1 145.032812921031 127.361374128594
1 141.8124734437 137.476439279124
1 163.237156278245 143.345033998095
1 174.225352736314 142.067050526253
1 131.436176661924 141.26563720419
0 163.694355779265 120.540656295052
1 140.18309633476 118.810261208848
1 180.898894347066 147.2328836057
0 116.310195795245 106.336077987541
1 139.868483032463 130.556796573171
0 223.462877107765 153.557244825843
0 148.976203946144 119.273902256916
0 123.949576988393 91.6125310857629
0 132.227443913388 106.636353566159
0 156.47275128491 121.716558657576
0 141.687513669019 109.043553492589
0 129.189711947719 117.219089949354
0 152.339938781043 109.523447225912
0 137.893470149735 108.902764672674
1 178.771973683257 137.562089789704
0 159.826222169578 130.359202392317
0 146.262218508227 114.324516354245
1 152.971897316345 136.721712613243
0 163.390233006156 118.29199269046
1 168.222390612101 150.777530679542
0 134.083786973089 101.082145340241
0 153.788491726942 118.087218929156
0 166.449613739483 125.922988246574
1 196.386960510996 130.432277902528
0 150.192383687525 117.718754036848
1 149.820533251965 128.730941341141
1 179.585645483897 135.445912716396
0 153.507492324245 118.280348516576
1 151.899534949194 138.103077322077
0 147.518768235529 122.518877457427
1 153.687875792158 144.292880364879
0 126.417450967539 116.026138630688
1 149.802907149875 135.182261745864
1 175.02791305353 146.405179586428
1 213.73238769357 150.031904586127
1 147.671275650676 135.092981508269
1 166.1075615604 139.002698567711
0 121.629660622188 101.333874059849
0 130.811049655545 124.139987424552
0 126.565610725145 124.862731749053
0 144.764374772958 114.067617482261
0 172.973499262637 140.475185394378
0 172.315949852999 120.214109006973
1 149.124191634517 137.648229974334
0 144.55198711522 128.701567642825
1 142.351781106268 127.580019644763
0 136.913052586136 117.917342342696
1 178.925646121102 152.064536879175
0 176.564161367677 122.364314371533
0 160.145209514508 100.609678270517
0 149.088087088356 123.485154587662
0 109.57956878148 105.095557718268
0 158.176002954765 134.322272749266
1 193.323783249608 147.46100730054
0 174.792267671079 129.738059788251
0 124.395684462967 109.171882771605
1 152.259470618014 144.903347348343
1 186.107146713759 147.580953747908
0 160.258682977479 107.772267655941
0 141.844898243389 135.821403080549
1 176.053713153112 138.166466379488
0 132.604810148179 111.85238182309
1 178.581370779235 119.059224775776
0 121.228057369736 116.080075184658
1 167.697629719289 137.044909111177
1 192.283252019053 134.834915687072
1 134.342449181719 128.171486336304
0 153.795787495295 128.342047956379
0 126.737006544331 110.897178337126
1 209.348039370394 140.962614757522
0 144.566107632581 105.424341170399
1 139.491678099271 138.322426291759
0 154.43656865952 109.078483858274
1 185.495104580005 153.334757940603
1 151.156239819789 129.000542143881
1 144.748079554569 144.243000921835
1 155.482472744939 132.167697158353
0 177.800979755445 137.539528644923
1 188.25006059404 147.183172502962
1 160.750300420674 157.277592963061
0 158.806209992947 114.179139900646
1 143.388837384495 147.174498899505
1 175.481677462978 141.000603344256
0 158.406933002796 115.128370455583
0 135.054123495524 132.792852081229
1 166.400768794537 125.895629263356
1 186.304462531972 133.336708874115
0 143.844501460439 138.007961190244
0 126.121568152016 95.9830012048288
0 148.790556057095 120.794507787696
1 159.369071146246 129.575002959185
0 162.894657570686 104.570497435492
0 139.770763349034 115.104784132523
0 138.224068383785 118.833080781213
0 131.724062315353 118.824490319245
0 149.63356387035 117.867695303874
1 199.257818294074 156.521461909345
1 171.832489354664 145.387198604131
1 191.474823687112 134.937505424419
0 121.046702045432 101.93087684602
1 154.475538721015 143.212616710093
1 167.277212004537 139.906276667189
1 182.869498505144 130.171684579832
0 120.432532601793 111.828855031236
0 124.725831587312 99.5217219973869
1 176.870054650205 139.190836042554
0 151.131512335216 107.808373617609
1 169.018450586656 148.330004663747
1 182.253392045161 149.867126804247
1 153.583133004935 135.545316347951
1 181.7369453458 137.409433483761
0 120.398308505459 116.569107467864
0 140.052299211942 112.864776434549
0 163.50122552079 111.369836625616
0 158.60695682883 99.1661440166943
1 209.621124126439 164.079484586516
0 171.154392713581 121.179613631359
1 171.441987020006 142.600344930007
1 158.444108135121 125.093200401349
1 173.987917888948 139.298268480954
1 198.071296167439 145.938224093787
0 154.888196318145 121.545289132672
0 154.09320093576 127.185687798345
0 142.554501792357 117.453021704593
0 144.768066449154 113.15391909399
1 154.494630160959 143.043797213865
1 200.766446272803 145.352122890897
1 197.080649780764 139.911477105925
1 207.177419679597 147.542380392768
1 202.673953227939 143.479204250683
1 175.554826258074 156.641706031691
0 148.88838741937 129.606365860619
0 126.971107548811 107.995393081514
1 179.474250699011 153.083840582144
0 129.006684493818 106.817864606886
1 189.726820363079 153.182798660941
0 150.892261358315 119.502176209715
1 168.953833987332 139.062963598878
0 133.401074481026 109.213472902802
1 209.076180470319 164.004057308005
1 194.337765739259 155.025112370279
0 170.080313791506 113.584693349564
0 146.771416708899 110.118927381572
1 188.063237176024 147.491461973619
0 131.248865206159 94.690452173022
0 169.712459918098 115.089055795777
0 137.010840435413 112.752244828122
0 125.526745674378 124.267026537776
1 209.423106137245 155.647534060269
1 201.778787005591 153.61968913456
1 154.561683121103 133.380831121817
1 182.619538229641 138.175808278262
0 143.427594102252 113.85197036743
0 133.39249678601 124.868279463566
1 161.015755547243 134.509951655766
1 175.871694093775 156.259501076451
0 145.182702215638 143.082968960476
1 173.7432958161 147.574116125522
0 137.488979805682 113.51164216128
1 159.295974871702 141.446642594181
0 158.535367513403 111.486265581109
0 158.562986767165 136.295048398909
0 155.566623210389 108.552127655258
1 138.202172162796 106.434260450773
1 187.797863510563 136.668418125948
0 161.673474207797 105.810319744884
1 200.264191693363 134.723538622425
1 212.211062123293 146.855455417108
0 165.618023295704 134.038004769541
1 146.341889945623 132.898536829737
1 171.840231508677 147.394301119588
0 126.81576337297 120.707735632489
0 127.059610605247 91.0407793416083
0 158.880706714911 124.086928409019
1 196.430740773586 141.498024188093
0 166.491786715628 114.990930288394
0 138.404076462698 107.67529774866
1 172.716906993288 151.559031101401
0 125.602509338707 97.4303128053137
0 126.845969557866 101.399501631962
0 152.287903762201 107.793675872758
1 196.114639873024 135.892234488679
0 154.225038055292 102.064565837919
0 147.910232558035 120.825598597086
0 141.491349000829 129.079159824201
1 190.291208920273 137.425664243828
0 181.051283821079 126.590693587238
0 148.426628317688 111.092513617519
1 187.048146121188 156.497956388433
0 161.374273966267 130.016209446682
0 131.619182879898 109.931790585073
1 218.525663401551 150.261021890402
1 197.169662707597 148.607214438109
0 125.687576672413 117.784030931429
0 151.913400629105 118.165839257936
1 175.951050633287 143.071262031179
1 202.652311612742 145.011254341591
0 165.616240180822 114.993263660642
0 149.009819706793 138.524108940312
1 168.938494240496 143.205476855118
1 196.765824750112 141.925758488774
1 193.589237422201 145.805625453947
1 195.236720277879 156.868226600064
0 137.223672917586 114.519027038159
0 134.858608900915 109.396443232542
1 175.877097817499 153.16840548794
1 171.362206672888 146.629266488299
0 162.305885634083 113.725816012064
1 190.914494584698 136.896826976193
0 144.011533376864 108.828993592243
1 184.472319922459 132.135354464909
0 163.959990224491 109.263055515327
1 200.758486555651 160.410134211371
1 171.9000110392 123.842036079258
0 153.692319759691 140.71685512162
0 86.9005880541308 109.74764446683
1 187.314916994545 166.943932816132
1 166.458229849382 130.008333665047
1 216.762073286452 156.387186117102
0 188.802979741611 126.20822838291
0 186.632127510976 146.038286733244
1 182.073724825669 154.452464742903
1 161.491161648941 133.684530475865
0 149.962141100861 101.879267606982
1 203.310375991677 141.276263209958
0 140.159031540633 126.020056449003
1 155.290748278546 141.18864455445
1 206.886962783225 163.962780954341
1 143.050611204676 125.715917344273
1 167.900249447128 158.140227551418
1 137.273859016204 117.651735778158
0 148.417381276986 118.355571166046
1 167.587053926297 118.07464234342
0 157.791418415474 137.608755202127
0 119.013625476974 107.646029377921
1 168.799883918452 154.339174512779
0 148.377545207538 130.02407169641
1 196.715267237032 159.903928011954
1 186.466759235214 150.868206153023
1 167.405010108994 127.892143228363
0 171.674239260105 103.888187383623
1 178.312887028045 139.136763277828
0 167.995322282603 105.980890365204
0 175.778721723802 124.173579738168
0 140.220590814563 120.288427155664
0 146.385548580937 117.805821434525
0 161.805695016896 132.291605982759
1 163.03724059823 120.551501319873
1 169.629469481721 132.51289495023
0 121.593690245389 101.253516022784
1 181.719884591893 149.644570576355
0 136.907146721069 107.064798393668
